tn: 0, 0.01, 0.02, 0.03, 0.04, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.14, 0.15, 0.16, 0.17, 0.18, 0.19, 0.2, 0.21, 0.22, 0.23, 0.24, 0.25, 0.26, 0.27, 0.28, 0.29, 0.3, 0.31, 0.32, 0.33, 0.34, 0.35, 0.36, 0.37, 0.38, 0.39, 0.4, 0.41, 0.42, 0.43, 0.44, 0.45, 0.46, 0.47, 0.48, 0.49, 0.5, 0.51, 0.52, 0.53, 0.54, 0.55, 0.56, 0.57, 0.58, 0.59, 0.6, 0.61, 0.62, 0.63, 0.64, 0.65, 0.66, 0.67, 0.68, 0.69, 0.7, 0.71, 0.72, 0.73, 0.74, 0.75, 0.76, 0.77, 0.78, 0.79, 0.8, 0.81, 0.82, 0.83, 0.84, 0.85, 0.86, 0.87, 0.88, 0.89, 0.9, 0.91, 0.92, 0.93, 0.94, 0.95, 0.96, 0.97, 0.98, 0.99, 0.99
un: 0, -0.00010001, -0.00030007, -0.00060025, -0.00100065, -0.0015014, -0.00210266, -0.00280463, -0.00360752, -0.00451159, -0.00551712, -0.00662443, -0.00783387, -0.00914582, -0.0105607, -0.0120789, -0.013701, -0.0154274, -0.0172587, -0.0191956, -0.0212385, -0.0233882, -0.0256453, -0.0280107, -0.030485, -0.033069, -0.0357637, -0.0385699, -0.0414885, -0.0445205, -0.047667, -0.0509289, -0.0543075, -0.0578039, -0.0614193, -0.0651549, -0.0690121, -0.0729923, -0.0770968, -0.0813273, -0.0856851, -0.090172, -0.0947896, -0.0995396, -0.104424, -0.109444, -0.114603, -0.119902, -0.125343, -0.130928, -0.13666, -0.142542, -0.148575, -0.154762, -0.161106, -0.167609, -0.174275, -0.181107, -0.188107, -0.19528, -0.202627, -0.210154, -0.217863, -0.225759, -0.233845, -0.242126, -0.250605, -0.259289, -0.26818, -0.277285, -0.286608, -0.296155, -0.305932, -0.315945, -0.326199, -0.336701, -0.347459, -0.358478, -0.369768, -0.381336, -0.393189, -0.405338, -0.41779, -0.430556, -0.443647, -0.457072, -0.470844, -0.484973, -0.499475, -0.51436, -0.529645, -0.545345, -0.561475, -0.578052, -0.595096, -0.612626, -0.630663, -0.64923, -0.668349, -0.688049, -0.688049
